NOIID,FacilityId,ComplianceId,Issue / Comment,NOIDueDate,NOIResolved,StampInit,StampDate
8669,0,7818,2. Provide Class A/B/C Operator's certificates & designations by due date.     1/6/2016 - recd docs/RI,2015-12-28,True,rilaga,2015-12-16 08:50:38
8670,0,7818,3. Provide a copy of the Certification of Financial Responsibility by due date. Always update this document each time you receive your insurance policy & certificate. A template is provided to the O/O representative (blue paper).,2015-12-28,True,rilaga,2015-12-16 08:51:15
8671,0,7818,4. FYI: Always maintain  ALL UST-related documents on site and make them available during inspections.,,False,rilaga,2015-12-16 08:52:48
8672,0,7818,5. Provide a copy of the insurance policy.,2015-12-28,False,rilaga,2015-12-16 08:53:39
8673,0,7818,"6. FYI: Pls. obtain UST Operation Permit by August 9, 2016. Application provided to O/O.",,False,rilaga,2015-12-16 08:54:08
8674,0,7790,none,,False,rkwan,2015-12-21 16:11:04
8675,0,7797,none,,False,rkwan,2015-12-21 16:11:46
8676,0,7792,none,,False,rkwan,2015-12-21 16:13:24
8677,0,7791,npne,,False,rkwan,2015-12-21 16:13:45
8678,0,7803,none,,False,rkwan,2015-12-21 16:16:06
8679,0,6685,none,,False,rkwan,2015-12-30 08:44:01
8680,0,6686,none,,False,rkwan,2015-12-30 08:44:16
8681,0,7836,"Missing a print out from March 15, 2015-April 15, 2015. I Did not issue a citation for failure to monitor tank and piping at least 30 days. Discuss it with",,False,gtabil,2016-01-26 14:40:19
8682,0,7823,none,,False,rkwan,2016-02-01 10:48:08
8683,0,7835,none,,False,rkwan,2016-02-01 10:48:24
8684,0,7842,none,,False,rkwan,2016-02-18 16:33:16
8685,0,7636,none,,False,rkwan,2016-03-01 11:14:36
8686,0,7214,none,,False,roxanne.kwan,2016-03-03 16:36:58
8687,0,7854,none,,False,roxanne.kwan,2016-03-10 17:00:17
8688,0,7846,none,,False,roxanne.kwan,2016-03-10 17:00:31
8689,0,7852,none,,False,roxanne.kwan,2016-03-10 17:00:46
8690,0,7847,none,,False,roxanne.kwan,2016-03-10 17:01:13
8691,0,7826,none,,False,roxanne.kwan,2016-03-10 17:01:25
8692,0,7825,none,,False,roxanne.kwan,2016-03-10 17:01:43
8693,0,7828,none,,False,roxanne.kwan,2016-03-10 17:01:58
8694,0,7832,none,,False,roxanne.kwan,2016-03-10 17:02:11
8695,0,7837,none,,False,roxanne.kwan,2016-03-10 17:02:27
8696,0,7829,none,,False,roxanne.kwan,2016-03-10 17:02:44
8697,0,7841,none,,False,roxanne.kwan,2016-03-10 17:03:07
8698,0,7838,none,,False,roxanne.kwan,2016-03-10 17:03:30
8699,0,7839,none,,False,roxanne.kwan,2016-03-10 17:03:48
8700,0,7831,none,,False,roxanne.kwan,2016-03-10 17:04:40
8701,0,7840,none,,False,roxanne.kwan,2016-03-10 17:04:51
8702,0,7834,none,,False,roxanne.kwan,2016-03-10 17:05:06
8703,0,7833,none,,False,roxanne.kwan,2016-03-10 17:05:35
8704,0,7819,none,,False,roxanne.kwan,2016-03-10 17:07:08
8705,0,7820,none,,False,roxanne.kwan,2016-03-10 17:07:26
8706,0,7550,none,,False,roxanne.kwan,2016-03-16 15:21:47
8707,0,7855,none,,False,roxanne.kwan,2016-03-21 08:11:16
8708,0,7856,none,,False,roxanne.kwan,2016-03-21 08:15:00
8709,0,7745,none,,False,roxanne.kwan,2016-03-23 16:36:29
8710,0,7486,none,,False,roxanne.kwan,2016-03-28 09:21:33
8711,0,7858,Rec'd record of montly monitoring for June 2015,,False,roxanne.kwan,2016-03-29 09:38:08
8712,0,7859,Rec'd record of fail spill bucket 7/24/2014 and pass record  August /25/2014,,False,roxanne.kwan,2016-03-29 09:43:13
8713,0,7370,none,,False,roxanne.kwan,2016-03-29 15:56:00
8714,0,7444,none,,False,roxanne.kwan,2016-03-30 16:26:55
8715,0,7843,none,,False,roxanne.kwan,2016-04-18 13:41:15
8716,0,7867,none,,False,roxanne.kwan,2016-04-26 16:34:05
8717,0,7860,Rec'd record of fail spill bucket done on 7/24/2014 and a pass test done 7/28/2014 and  10/02/2015,,False,george.tabil,2016-05-05 09:22:38
8720,0,7875,FYI: Always maintain spill bucklets debris- and liquid-free as requried by HAR 11-281-41(C)(1),,False,roy.ilaga,2016-05-13 12:30:42
8721,0,6879,none,,False,roxanne.kwan,2016-05-27 09:07:38
8722,0,7844,none,,False,roxanne.kwan,2016-05-27 09:55:32
8723,0,7848,none,,False,roxanne.kwan,2016-06-02 11:06:22
8724,0,6964,none,,False,roxanne.kwan,2016-06-06 14:14:35
8725,0,7616,none,,False,roxanne.kwan,2016-06-07 09:29:58
8726,0,7534,none,,False,roxanne.kwan,2016-06-08 14:47:36
8727,0,7314,none,,False,george.tabil,2016-06-09 08:14:14
8729,0,7868,none,,False,roxanne.kwan,2016-07-28 10:14:03
8730,0,7885,none,,False,roxanne.kwan,2016-08-15 16:30:25
8731,0,7767,none,,False,roxanne.kwan,2016-09-08 17:24:57
8732,0,7195,none,,False,roxanne.kwan,2016-09-12 10:15:26
8733,0,6439,none,,False,roxanne.kwan,2016-09-12 10:15:40
8734,0,7886,"1.) Provide copies of insurance policy, insurance certificate and certification of financial responsibility as required by  HAR 11-281-98 and 111 (b)(10)     10/4/2016 - received all FR-related documents/RI",2016-09-20,True,amanda.lewis,2016-09-13 14:24:55
8735,0,7886,"2.) Proof that the following records are maintained on site as required by HAR 11-281-45: entire permit, Appendix II and Appendix III.    9/20/2016 - verified/RI",2016-09-20,True,amanda.lewis,2016-09-13 14:45:12
8787,0,7899,3. FYI: Always monitor your UST system at least every 30 days.,,False,roy.ilaga,2016-10-12 14:39:17
8736,0,7886,"3.) Certificates and designations of class A, B and C operators as required by HAR 11-281-46     9/20/2016 - rec'd doc/RI",2016-09-20,True,amanda.lewis,2016-09-13 14:48:59
8737,0,7886,4.) Start-up test results after tank installation.    9/20/2016 - rec'd doc/RI,2016-09-20,True,amanda.lewis,2016-09-13 14:50:56
8738,0,7886,FYI 1.) Monitor UST system at least every 30 days,,False,amanda.lewis,2016-09-13 14:53:04
8739,0,7886,FYI 2.) Perform annual maintenance at least every 365 days,,False,amanda.lewis,2016-09-13 14:54:07
8740,0,7886,FYI 3.) Obtain 3rd party performance claims of all release detection equipment currently installed,,False,amanda.lewis,2016-09-13 14:55:03
8741,0,7886,FYI 4.) Perform tightness test on spill bucket test at least every 365 days,,False,amanda.lewis,2016-09-13 14:55:48
8742,0,7886,FYI 5.) Check with service provider if relay output is setup for overfill alarm,,False,amanda.lewis,2016-09-13 14:56:39
8743,0,6958,1.) Submit an updated Appendix I to reflect dispenser #2 information.,2016-09-21,False,amanda.lewis,2016-09-15 09:29:38
8744,0,7887,1.) Submit an updated Appendix I to reflect dispenser #2 information.      11/29/2016 - rec'd Appendix 1/RI,2016-09-21,True,amanda.lewis,2016-09-15 09:42:20
8745,0,7888,"1.) Submit  Appendix V, application for transfer of an UST Permit.     9/23/2016 - permit app received but no permit fee/RI",2016-09-23,True,amanda.lewis,2016-09-16 12:19:25
8746,0,7888,"2.) Provide proofs of class A, B and C operator designations and certificates.      9/23/2016 - rec'd docs/RI    11/14/2016 - FC issued from the desk/RI",2016-09-23,True,amanda.lewis,2016-09-16 12:21:31
8747,0,7888,"3.) Provide proof of Financial Responsibility mechanism/s (Insurance Policy, Insurance Certificate and Certification of Financial Responsibility).       11/14/2016 - FC issued from the desk/RI      11/21/2016 - rec'd certification of financial responsibility/RI",2016-09-27,True,amanda.lewis,2016-09-16 12:22:44
8748,0,7888,"4.) Copy of annual maintenance of the UST system, to include spill bucket testing results.     9/23/2016 - rec'd docs/RI    11/14/2016 - FC issued from the desk/RI",2016-09-23,True,amanda.lewis,2016-09-16 12:24:28
8749,0,7888,"FYI 1.) Maintain all UST related documents on site (permit, application, service/repair records, FR documents and class A, B and C operators designation/certificates).",,False,amanda.lewis,2016-09-16 12:25:43
8750,0,7888,"FYI 2.) Maintain sumps and spill buckets, be sure they are clean and dry.",,False,amanda.lewis,2016-09-16 12:27:44
8751,0,7888,FYI 3.) Maintain records of any test and/or repair for the life of the UST system.,,False,amanda.lewis,2016-09-16 12:29:54
8752,0,7889,1.) Please perform spillbucket test and provide proof as required by HAR 11-281-14(c)(2),2016-09-27,False,amanda.lewis,2016-09-20 14:05:59
8753,0,7889,2.) Please remove liquid from spillbucket as required by HAR 11-281-41(c)(1),2016-09-27,False,amanda.lewis,2016-09-20 14:11:35
8754,0,7889,"FYI 1.) Please update and maintain designation form fo class A,B and C operators on site.",,False,amanda.lewis,2016-09-20 14:13:12
8755,0,7890,1.) Please perform spill bucket test and provide proof as required by HAR 11-281 14(c)(2)   9/28/2016 - to issue FC from the desk/RI,2016-09-27,True,amanda.lewis,2016-09-20 14:17:15
8756,0,7890,2.) Please remove the liquid from the spillbucket as required by HAR 11 281-41(c)(2)    9/21/2016 - doc rec'd/RI,2016-09-27,True,amanda.lewis,2016-09-20 14:18:41
8757,0,7890,"FYI 1.) Please update and maintain designation form for class A,B and C operators on site",,False,amanda.lewis,2016-09-20 14:57:56
8758,0,7891,"1.) Please submit an updated designation form for class A,B and C as required by HAR 11-281-46(a)(4)       10/6/2016 - resolved via Thu/RI",2016-09-27,True,amanda.lewis,2016-09-20 15:24:59
8759,0,7891,2.) Please provide proof of spill bucket testing conducted on or before May 22 2016 as required by HAR 11-281-41(c)(2)      10/7/2016 - to issue FC from the desk/RI,2016-09-27,True,amanda.lewis,2016-09-20 15:26:12
8760,0,7891,FYI 1.) Please ensure that all UST related documents are kept on site,,False,amanda.lewis,2016-09-20 15:27:29
8761,0,7891,FYI 2.) Always update class C operator on designation form annually,,False,amanda.lewis,2016-09-20 15:28:01
8762,0,7892,"FYI 1.) Submit permit application, include tank M-1",,False,amanda.lewis,2016-09-21 15:18:55
8763,0,7892,FYI 2.) Appendix II and designation forms were provided to representative,,False,amanda.lewis,2016-09-21 15:25:55
8764,0,7892,"FYI 3.) Please update and maintain designation form for class A,B and C operators on site",,False,amanda.lewis,2016-09-21 15:26:53
8765,0,7892,FYI 4.) Recommend replacing sump lid and always keep sump dry,,False,amanda.lewis,2016-09-21 15:27:52
8766,0,7892,FYI 5.) Properly fill out forms for spill bucket testing,,False,amanda.lewis,2016-09-21 15:28:32
8767,0,7894,FYI: WILL SUBMIT CERTIFICATE OF INSURANCE FROM CRUM & FOSTER,,False,george.tabil,2016-10-05 13:54:37
8769,0,7895,FYI: WILL SUBMIT CERTIFICATE OF INSURANCE FROM CRUM & FOSTER  10/19/2016 rec certification of fr and annual cert. invoice - rk,,False,george.tabil,2016-10-05 13:59:23
8771,0,7873,"NOI: submit Appendix II, Permit Applications and submit Appendix I,",2016-08-03,False,roxanne.kwan,2016-10-07 11:06:01
8772,0,7881,none,,False,roxanne.kwan,2016-10-07 11:07:35
8773,0,7880,none,,False,roxanne.kwan,2016-10-07 11:07:54
8774,0,7882,none,,False,roxanne.kwan,2016-10-07 11:08:21
8775,0,7883,none,,False,roxanne.kwan,2016-10-07 11:08:39
8776,0,7872,none,,False,roxanne.kwan,2016-10-07 11:08:50
8777,0,7861,none,,False,roxanne.kwan,2016-10-07 11:09:44
8778,0,7866,none,,False,roxanne.kwan,2016-10-07 11:10:04
8779,0,7862,none,,False,roxanne.kwan,2016-10-07 11:35:08
8780,0,7874,submit Permit Applications,2016-08-03,False,george.tabil,2016-10-07 12:33:41
8781,0,7897,FYI 1. Pls. update Class A/B Operator information and send designation form to DOH.     10/13/2016 - rec'd doc/RI,,False,roy.ilaga,2016-10-12 14:09:37
8782,0,7897,"2. Keep sumps debris-free, provide documentation proof by due date.    10/24/2016 - rec'd docs/RI",2016-10-14,True,roy.ilaga,2016-10-12 14:10:23
8783,0,7897,FYI 3. Ensure to maintain VR tapes (30-day monitoring ) on site.,,False,roy.ilaga,2016-10-12 14:11:07
8784,0,7898,,,False,roy.ilaga,2016-10-12 14:28:00
8785,0,7899,"1. Provide copies of 30-day monitoring tapes for the following timeframes: a) July 21 - Aug. 19, 2015 and b) Jan 2 - Feb 1, 2015        10/14/2016 - rec'd docs/RI   11/25/2016 rec documents - rk",2016-10-14,True,roy.ilaga,2016-10-12 14:36:24
8786,0,7899,"2. FYI: Always maintain all UST-related documents on site e.g. UST Permit, Approved Appendix II, Class A/B/C designations.",,False,roy.ilaga,2016-10-12 14:38:11
8788,0,7904,1. Provide a copy of the updated Certification of Financial Responsibility  & Insurance Policy.     11/10/2016 - rec'd doc/RI,2016-10-26,True,roy.ilaga,2016-10-20 10:53:18
8789,0,7904,2. Appendix 1 to reflect dispenser information & location map/diagram.    11/22/2016 - rec'd map/diagram with dispenser labels/RI,2016-10-26,True,roy.ilaga,2016-10-20 10:54:35
8790,0,7904,FYI: Secure Appendix III and maintain document on site.,,False,roy.ilaga,2016-10-20 10:55:22
8791,0,7904,FYI: Always keep spill bucket debris/liquid-free.,,False,roy.ilaga,2016-10-20 10:55:45
8792,0,7904,"FYI: ""Max product alarm"" was noted on 6/18/2016 for UST 2B (87 non-ethanol). Please ensure to not overfill the tank over 95% of the compartment's capacity (5K).",,False,roy.ilaga,2016-10-20 10:56:17
8793,0,7905,1. Provide a copy of the updated Certification of Financial Responsibility  & Insurance Policy.       11/10/2016 - rec'd doc/RI,2016-10-26,True,roy.ilaga,2016-10-20 11:06:17
8794,0,7893,none,,False,roxanne.kwan,2016-10-20 11:11:15
8795,0,7905,FYI: Always keep spill buckets & piping sumps debris/liquid-free.,,False,roy.ilaga,2016-10-20 11:13:05
8796,0,7905,FYI: Always properly document responses/resolutions to alarms.,,False,roy.ilaga,2016-10-20 11:13:41
8797,0,7902,none,,False,roxanne.kwan,2016-10-20 11:24:26
8799,0,7906,1. Provide a copy of the updated Certification of Financial Responsibility & Insuranc Policy.     11/10/2016 - rec'd doc/RI,2016-10-26,True,roy.ilaga,2016-10-20 15:17:13
8800,0,7906,2. Copy of the updated Class C Operator certificate/designation.     12/7/2016 - FC issued from the desk/RI,2016-10-26,True,roy.ilaga,2016-10-20 15:17:52
8801,0,7907,1. Provide a copy of the updated Certification of Financial Responsibility & Insuranc Policy.       11/10/2016 - rec'd doc/RI,2016-10-26,True,roy.ilaga,2016-10-20 15:23:09
8802,0,7907,2. Updated copy of Class C Operator's certificate/designation.     12/7/2016 - FC issued from the desk/RI,2016-10-26,True,roy.ilaga,2016-10-20 15:23:15
8803,0,7907,FYI: Secure Appendix III & maintain document on site.,,True,roy.ilaga,2016-10-20 15:24:05
8804,0,7907,"FYI: Properly document product level when UST is drained & not afforded release detection e.g. manifest, dipstick reading, etc.",,False,roy.ilaga,2016-10-20 15:24:47
8805,0,7908,1. Provide an explanation addressing failure to monitor UST system on February 2015.    10/21/2016 - rec'd explanation/RI,2016-10-21,True,roy.ilaga,2016-10-21 10:16:59
8806,0,7908,2. Copy of the insurance policy.     11/10/2016 - rec'd doc/RI,2016-10-21,True,roy.ilaga,2016-10-21 10:17:39
8807,0,7908,3. Proof of Class C Operator certificate/designation.     12/7/2016 - FC issued from the desk/RI,2016-10-21,True,roy.ilaga,2016-10-21 10:18:01
8808,0,7909,1. Provide copies of 30-day monitoring missing on the list provided.    10/19/2016 - rec'd docs/RI,2016-10-21,True,roy.ilaga,2016-10-21 10:29:27
8809,0,7909,FYI: Always monitor UST system @ least every 30 days. Recommends printing tapes on a weekly basis.,,False,roy.ilaga,2016-10-21 10:30:13
8810,0,7909,FYI: Ensure that Class C Operator is trained & designated at east every 365 days.,,False,roy.ilaga,2016-10-21 10:31:13
8811,0,7909,"FYI: Pls. secure Appendices II, III, IV and maintain documents on site.",,False,roy.ilaga,2016-10-21 10:31:56
8812,0,7910,1. Please identify & provide documentation proofs (e.g. certificates/designations) of Class C operator.     12/7/2016 - FC issued from the desk/RI,2016-10-21,True,roy.ilaga,2016-10-21 13:40:40
8813,0,7910,2. Provide an explanation re:failure to monitor UST system on September 2016.   10/21/2016 - rec'd explanation/RI,2016-10-21,True,roy.ilaga,2016-10-21 13:41:39
8814,0,7910,"FYI: Maintain all UST-related documents on site e.g FR, 3rd party certifications, RD manuals, service records, etc.",,False,roy.ilaga,2016-10-21 13:42:56
8815,0,7911,1. Pls. provide a documentation proof showing/confirming that tank 5 (used oil) is drained to below an inch of liquid/product/sludge.       10/24/2016 - rec'd docs/RI,2016-10-25,True,roy.ilaga,2016-10-21 13:51:53
8816,0,7911,FYI: Always maintain all UST-related documents on site e.g. 3rd party certifications of all release detection equipment.,,False,roy.ilaga,2016-10-21 13:52:54
8817,0,7911,FYI: Provide installation date for all dispensers.,,False,roy.ilaga,2016-10-21 13:53:51
8818,0,7912,1. Spill bucket associated with tank 3 (temporarily-out-of-use status) was not integrity tested for the last 3 years. Please test spill bcuket as soon as possible and provide documentation.    10/25/2016 - rec'd doc/RI,2016-10-25,True,roy.ilaga,2016-10-21 14:05:58
